0,0,15.249,18.496,25.479882000000114,75.351
0,1,15.286,19.241999999999997,25.118273000000055,125.43599999999999
0,2,20.872999999999998,26.124000000000002,61.622087,671.199
0,3,24.297,30.103,35.08696499999996,77.28500000000001
0,4,29.538999999999998,54.295,114.27635100000022,306.012
0,5,54.806,92.149,111.16260000000008,133.373
0,6,56.116,90.499,91.6446899999998,131.142
0,7,54.913999999999994,90.98299999999999,91.69790899999997,134.333
0,8,52.823,92.363,92.970391,132.33100000000002
0,9,54.771,93.156,95.84135100000002,133.929
